Codigo,Producto (POS),Precio
52780,FRAPERA METAL CREAM CON ASAS MISHKA,22000
31273,"FRASCO CHICAGO CON VISOR BLACK 10X12,5CM MISHKA",6500
31266,FRASCO CHICAGO CON VISOR BLACK 10X18CM MISHKA,7500
31235,"FRASCO CHICAGO CON VISOR BLACK 8,5X15,5CM MISHKA",6900
31228,"FRASCO CHICAGO CON VISOR BLACK 8,5X21CM",6900
18585,"FRASCO LINEA NEW YORK DORADA 7X10,4CM 0117A69 MISHKA",1300
70258,"FUENTE OVAL SANTA CRUZ 27X14,5 CM MISHKA",21500
16069,FUENTE PORCELANA CUADRADA 25X25CM 101606 D`SAZA,29000
98612,HIELERA C/PINZA ACRILICO TRANSPARENTE X1,15000
91499,HIELERA CON MANIJA 1600 ML MISHKA,32000
91482,HIELERA CON MANIJA 1800 ML MISHKA,26000
60617,HIELERA DE VIDRIO CON MANIJA DE CUERO MISHKA,26500
58584,JARRA ACRILICO CON TAPA MISHKA 0506150,44800
31218,JARRA CON VASO IBIZA/CAPRI 2723/2724 ENTRANCE,25000
53961,JARRA DE ACRILICO GALATA TRANSPARENTE 1500 ML MISHKA,25800
65230,JARRA DE ACRILICO TAIPEI PETROLEO 2000 ML MISHKA,49900
VFLMA,JARRA DE AGUA DE NOCHE CON TAPA- MARRUECOS- KOOK,32000
12040,JARRA DE NOCHE CON VASO 600ML BORLA CHIC,7200
9863,JARRA DE VIDRIO LABRADA GRIS/AMBAR BORLA CHIC,33000
74095,JARRA DE VIDRIO SUNFLOWER 22X13CM 1L X1 IBIZA,28000
68408,JARRA KINGDOM FUME 1500 ML 528162 MISHKA,27500
68194,JARRA LABRADA CUELLO LARGO SUN FLOR MISHKA,25000
48943,JARRA MERSIN GRIS FONDO ESMERILADO MISHKA,25000
9768,JARRA MIKONOS AMBLAR/CLEAR CON TAPA 1723 ENTRANCE,16800
92052,JARRA ROMB 1100 ML MISHKA,26000
92106,JARRA STRIPES AMBAR 1100 ML MISHKA/BORLA CHIC,28000
68156,JARRA SUNFLOWER 1000 ML MISHKA IBIZA,28000
65100,JARRA Y VASO DE NOCHE DE ACRILICO TAIPEI 1200 ML MISHKA,35500
65179,JARRA Y VASO DE NOCHE DE ACRILICO TAIPEI PETROLEO 1200 ML,35500
15496,JARRITO CLEAR CAPRI FACETADO X 6 350 ML,20000
000017,JARRITO VIDRIO RECTO C/MANIJA 250CC X1,1000
58720,JARRO MUG DRAPE 200 ML MISHKA,15000
58737,JARRO MUG LUXE 340 ML MISHKA,15000
52896,LATA CUADRADA ACANALADA GRIS CAFE-TÉ X1 MISHKA 0117C86,12500
52018,LATA CUADRADA TAPA BAMBOO CAFE-TÉ X1 MISHKA 0117C84,12500
52971,LATA OVALADA ACANALADA GRIS X1 MISHKA,32000
26056,LECHERA BLUE DREAM ART658 ENTRANCE,18500
F003,LECHERA/JUGUERA DELATTE GRIS KOOK F003,8000
118080,MANTEQUERA CON BASE DE BAMBOO 16X15 CM MIHKA,32500
85856,MATE DE ACERO INOXIDABLE GRIS 250 ML MISHKA,46000
25309,"MINI CAMPANA DE TORTA 12X12,5 CM MISHKA",17000
32744,MORTERO DE PLASTICO GRIS GRANITE 10X9CM MISHKA,6500
32751,MORTERO PLASTICO GRIS GRANITE 10X10CM MISHKA,6500
64332,MUG ALTO DAAN 450 ML *VASSA MISHKA,17000
64356,MUG ALTO FINN 450 ML *VASSA MISHKA,17000
64349,MUG ALTO NOAH 450 ML *VASSA MISHKA,17000
64295,MUG BAJO DAAN 400 ML *VASSA MISHKA,16000
64318,MUG BAJO FINN 400 ML *VASSA MISHKA,16000
64301,MUG BAJO NOAH 400 ML *VASSA MISHKA,16000
64325,MUG BAJO TYGO 400 ML *VASSA MISHKA,16000
12224,MUG DISEÑO MARGARITA 340CC 0106E42 MISHKA,11000
11866,MUG JARRITO SURTIDO 101186 D`SAZA,8900
83487,MUG MASAYA 270 ML MISHKA,10000
11811,MUG MILK/VACA X1,9800
64967,MUG NILS GREEN 350 ML MISHKA,6000
64974,MUG OLSON GREEN 220 ML MISHKA,7000
57525,MUG PORCELANA CORAZON VISON 310ML 0510324 MISHKA,8800
27665,MUG TRAMADO GRIS DEGRADÉ 300 ML MUSHKA,6900
85303,ORGANIZADOR ARTICULOS DE LIMPIEZA PARA COLGAR,2500
10031,PAÑOS DE MICROFIBRA X 4 30X30CM AMELE,6000
56160,PIE DE TORTA CON RAYAS 32X11CM 0402019 MISHKA,68000
68200,PIE DE TORTA DE VIDRIO SUNFLOWER 30X10 CM MISHKA,46000
56177,PIE DE TORTA NATURE 32X11CM 0402020 MISHKA,65000
56092,PIE DE TORTA REDONDO CON GUARDA 28X11CM 0402012 MISHKA,57000
56146,PIE DE TORTA REDONDO CON GUARDA 32X11CM 0402017 MISHKA,68000
56153,PIE DE TORTA REDONDO CON GUARDA 32X16CM 0402018 MISHKA,68000
47618,"PLATO DE POSTRE RHYTHM GREY 21,5 CM MISHKA",12500
91882,PLATO OVAL PORCELANA BLANCA ENCADENADO 35.8X26 CM MISHKA,25000
91875,PLATO OVAL PORCELANA BLANCA ENCADENADO 40.5X29.7 CM MISHKA,28000
91851,PLATO OVAL PORCELANA BLANCA ESPIGADO 35.8X25.5 CM MISHKA,25000
91844,PLATO OVAL PORCELANA BLANCA ESPIGADO 40.5X29.5 CM MISHKA,28000
47601,"PLATO PLAYO RHYTHM GREY 27,5 CM MISHKA",17500
5245,POSA MASA DOS PISOS DE VIDRIO LABRADO BORLAS CHIC,47500
6691,POSA MASA TRES PISOS DE VIDRIO LABRADO BORLAS CHIC,57000
00215,SARTEN ALUMINIO MANGO ACERO 22CM 0119532 MISHKA,27000
8023,SECAPLATOS ALMINIO BANDEJA/CUBIERTO SECAALU3,79000
5539,SECAPLATOS ALUMINIO CHICO NAT 56X24X8 ALSECCHNA CLAUDIA ADO,84000
02877,SECAPLATOS BRASS OXIDE NEGRO 48 X38 X12 CM MISHKA,35000
53134,SECAPLATOS DE ALUMINIO HOME CONCEPT 22311W,67000
5096,SERVILLETA RECTANGULAR 30X40 KOOK X 20,6900
63350,SERVILLETERO BAR RETRO 92506W,9800
07926,SET AZUCARERA Y LECHERA PORCELANA BASE BAMBOO (MISHKA),39000
71650,SET BANDEJAS DE DESAYUNO MADERA X 3 BP321,47000
7775,SET COPAS X 6 VIDRIO VERDE/AZUL BORLAS CHIC,38000
5103,SET CUBIERTOS 16PCS NEGRO/ROSE/DORADO/PLATA ENTRANCE,42000
9907,SET CUCHARAS REFORZADO PLATEADO X 6,8500
37565,SET DE 2 BANDEJAS REDONDAS HANOI 31X11 / 25X8CM MISHKA,26000
7741,SET DE BAÑO 4 PIEZAS,22000
65049,SET DE CUBIERTOS DE ACRILICO BUBBLE 30 CM MISHKA,11000
74713,"SET DE CUBIERTOS PARA ENSALADA ACERO INOXIDABLE 28,5 CM CONK",32000
73778,SET DE CUBIERTOS TOSCANA WHITE X 24 PIEZAS MISHKA,95000
58903,SET DE ENSALADERA CUADRADA CON CUBIERTOS OLIVE 3.35L MISHKA,21000
54784,SET DE TAZA Y PLATO GREY Y MARRON 200 ML X 1 MISHKA,9800
54814,SET DE TAZA Y PLATO GRIS Y ARENA X 1 MISHKA,9800
6010,SET JARRITO CAFE IBIZA AMBAR/BLACK ENTRANCE,26000
58123,SET JARRITO CAFE IBIZA TRANSPARENTE 2798 ENTRANCE,22000
67298,SET JARRO DE VIDRIO FUME BLACK X 6 ART 2442 ENTRANCE,27000
33925,SET SAL/PIMIENTA Y PALILLERO ESTRELLAS (MISHKA)0502015,11000
33901,SET SAL/PIMIENTA Y PALILLERO RECTO (MISHKA)0502013,10500
05090,SET VASO SQUARE CLEAR 320ML X 6 ART2307 ENTRANCE,22000
18608,SET X 2 MUGS LINES 300 ML MISHKA,16500
27559,SET X 4 ESPECIEROS POSIC EN RACK DE METAL 0108210 MISHKA,19000
18547,SET X 4 MUGS ROMBS 300 ML MISHKA,32000
83845,SET X 5 OLLAS DE ALUMINIO GRANITE PEARL MISHKA,230000
54443,SET X 6 COPAS DE CHAMPAGNE KINGDOM FUME,39000
53732,SET X 6 COPAS DE VIDRIO KINGDOM FUME/AMBAR 300 ML 28083 MIS,39900
53725,SET X 6 COPAS DE VIDRIO KINGDOM FUME/AMBAR 360 ML 28082 MISH,39900
21281,SET X 6 CUCHARAS DE ACERO DORADO DISEÑO FLOR 18CM MISHKA,12000
21311,SET X 6 CUCHARAS DE ACERO DORADO DISEÑO OVAL 13CM MISHKA,14500
21267,SET X 6 CUCHARAS DE ACERO DORADO DISEÑO PALA 17CM MISHKA,14500
21021,SET X 6 CUCHARAS LISBOA DE ACERO DORADO 20 CM MISHKA,8000
29034,SET X 6 CUCHARAS MILKSHAKE DE ACERO DORADO STEM 19 CM MISHKA,14500
38043,SET X 6 TAZA Y PLATO DE CAFÉ ACAPULCO BLACK BORDE DORADO,35000
43801,SET X 6 VASOS BAJOS COLOR CHAMPAGNE DIAMANTE 250 ML,21000
46376,SET X4 TAZAS PORCELANA NEGRA PLATO BAMBOO MISHKA,39000
27542,SET X6 ESPECIEROS EN RACK DE METAL 0108209(MISHKA),27000
46352,SET X6 TAZAS PORCELANA BLANCA PLATO BAMBOO MISHKA,75000
46383,SET X6 TAZAS PORCELANA NEGRA PLATO BAMBOO MISHKA,68000
39187,TABLA DE LAJA DELICATESSEN 33X13CM (MISHKA),15900
65445,TABLA RECTANGULAR DE MADERA ESMALTADA SAHA 40X25 CM MISHKA,39900
65438,TABLA REDONDA DE MADERA ESMALTADA SAHA 32 CM MISHKA,37000
76441,TABLA REDONDA DE MARMOL 25 CM MISHKA,28500
76434,TABLA REDONDA DE MARMOL CON MANGO 30X22CM MISHKA,28500
08341,TAZA CON PLATO TRAMA MARGARITA 0106A26 MISHKA,17500
07957,TAZA DE PORCELANA BLANCA CON PLATO DE BAMBOO 150ML MISHKA,15000
39019,TAZA DE PORCELANA NEGRA CON PLATO DE BAMBOO 150ML MISHKA,15000
53015,TAZA NEPAL CREMA Y VISON 445ML MISHKA  0510252,12800
15963,TAZA PORCELANA BLANCA 101596 D`SAZA,7900
16373,TAZA PORCELANA BLANCA 12X12X8 101637 D`SAZA,7800
37954,TAZA Y PLATO DE CAFÉ MONTERREY BORDE BORADO X 6 100 ML MISHK,47000
10763,TAZA Y PLATO DRAPE 120 ML MIHSKA,13500
10756,TAZA Y PLATO DRAPE 180 ML MISHKA,14000
50724,TAZA Y PLATO EFESO CREAM 165 ML X 6 MISHKA,52000
35790,TAZA Y PLATO LUXE X 6 90 ML MUSHKA,77000
47632,TAZA Y PLATO RHYTHM GREY 250 ML X 1 MISHKA,14500
17868,TAZAS DE PORCELANA BLANCA CON PLATO X 6 101786 D´SAZA,74000
8799,TENEDOR JARRA X 1 CLAUDIA ADORNOS,500
49384,TERMO ACERO INOXIDABLE GRIS 750ML 0137040 MISHKA,39000
53626,TETERA DE VIDRIO CON INFUSOR Y TAPA DE ACERO 800 ML MISHKA,29000
48868,TETERA RECTA DE VIDRIO CON FILTRO PETIT MAISON 580 ML MISHKA,39900
99367,TORTERA DE VIDRIO LABRADA GRIS 27CM X 12CM BORLAS CHIC,52000
99350,TORTERA DE VIDRIO LABRADA GRIS/AMBAR 33CM X 13CM BORLAS CHIC,76000
10322,VASO BOSTON BAJO CLEAR X 6 1235 ENTRANCE,18000
9704,VASO CAFE DOBLE VIDRIO X 6 80ML 2414 ENTRANCE,33500
6013,VASO CAFE STARBUCKS FULL X 1,4000
97794,VASO DE AGUA IBIZA BAJO AMBARA 2995 ENTRANCE,22000
5919,VASO DE AGUA IBIZA BLACK/AMBAR X 6 2405 ENTRANCES,29000
25828,VASO DE AGUA IBIZA SET X 6 2279 ENTANCE,26000
8257,VASO DE CAFE DOBLE VIDRIO MEDIANO 250ML X 1 2415 ENTRANCE,7900
4076,VASO DE VIDRIO RAYAS BLACK/AMBAR X 6 BORLA CHIC,39000
8861,VASO DE VIDRIO RAYAS BORDE DORADO TRANSPARENTE X 6 BORLA CHI,35000
9057,VASO DE VIDRIO RAYAS TRANSPARENTE X 6 BORLAS CHIC,32000
8315,VASO ECO CON SORBETE FULL NEGRO/PASTEL MEDIANO 500CC,3500
8979,VASO GEO PASTEL CON TAPA CAFE Y SORBETE 500CC,1200
5729,VASO GRECIA VIDRIO TAPA CON SORBETE 2977 ENTRANCE,9800
62116,VASO LARGO COLOR CON SORBETE X 1,19000
92645,VASO LARGO DE VIDRIO GRECIA X 4 2304 ENTRANCE,39600
62123,VASO LARGO METALIZADO CON SORBETE X 1,24900
16144,VASO LARGO TAPA CON SORBETE ECONOMICO X 1,6500
6912,VASO MINI CON SORBETE COLOR PASTEL,2500
6293,VASO PASTEL XL CON SORBETE X 1,4000
20260,WOK MANGO MADERA 34CM MISHKA,35000
09036,AGLAONEMA PLANT NAT 90CM VR09036 CECIL`S,122000
70677,ALFOMBRA DE PASTO/CESPED 40 X60 GRANDE X 1,9400
9695,ALFOMBRA PASTO/CESPED ESPECIAL 40 X 60 GRANDE X 1,32000
22412,ALSTROMERIA X 5 5 CM FL 22412 CECIL,5800
10592,"ARBUSTO BOXWOOD BALL 14"" VR40/14 CECIL",55000
78793,ARBUSTO BOXWOOD BALL 23CM VR40/09 CECIL´S,20500
10615,"ARBUSTO CHITO 15CM ""ARMADO"" CECIL´S",7500
20243,ARBUSTO COLGANTE DE POTOS 1.10MTS VR20243 CECIL`S,49000
55320,ARBUSTO DE HELECHO BOSTON 56CM VR55320 CECIL`S,59000
70124,ARBUSTO DE HELECHO DE ENCAJE VRH0131 CECIL`S,23500
8656,ARBUSTO HELECHO VR37715 CECIL`S,4900
9105,ARBUSTO HIERVAS FINAS VR21511,4500
VR40008,ARECA PLANT 60CM VR40008,65000
02422,AROMO BUSH X 9 42CM FL02422,9500
TF-54162,ATADO DE EUCALIPTUS 34CM TF-54162 TODO FLOR,9600
TF-76002,ATADO DE PEONIAS X 6 30CM TF-76002 TODO FLOR,23000
RM24134,AUREUMM SPRAY X92CM RM24134 CECIL,18500
FL01241,AZALEA MIX BUSH X 7 28CM FL01241 CECIL´S,6500
63881,BEGONIA BUSH UV X 7 40CM VR16031 CECIL´S,26000
22424,BOJES MIX BUSH X 33 CM 22424 CECIL,4600
36585,BOUQUET 30CM COLORES SURTIDOS G120-3658,5900
36592,BOUQUET CON HOJAS 35CM G120-3659,6000
24924,BOUQUET DE FLORES 30CM G120-2492,8000
74903,BOUQUET DE PIMPOLLO Y MARGARITA FL11911 DELIFLOR,6500
74897,BOUQUET DE PIMPOLLOS FL11910 DELIFLOR,6500
7073,BOUQUET MINI ROSAS 29CM FL01242 CECIL`S,7000
81045,CAIDA DE GIPSO 95CM TF-58105 TODO FLOR,22000
TF-46163,CAIDA DE HELECHO 70CM TF-46163 TODO FLOR,16000
TF-75002,CAIDA DE HOJAS CHICAS HIEDRA VERDE TF-75002 TODO FLOR,10500
53741,CAIDA DE HOJAS COLGANTE 1.45MT VR53741 CECIL`S,46000
TF-75044,CAIDA DE HOJAS POTHUS 90CM TF-75044 TODO FLOR,16500
22418,CAIDA DOLAR 73 CM 22418 CECIL,12000
VR52790,CAIDA IVY HANGING BUSH 1.30MTS VR52790 CECIL`S,60000
70087,CALATHEA NAT 40CM VRVR09203 CECIL`S,43000
59099,CALATHEA VITTATA BUSH 45CM VR04720 CECIL`S,24000
8764,CAÑA DE BAMBOO 1.70MT C5560 CECIL`S,13500
9742,CAÑA DE BAMBOO 2.4MTS 00C5561 CECIL`S,22000
37741,CARNATION BUSH X5 29CM CECIL´S,6000
77178,CHERRY BLOSSOM TREE X 1.5MT AR02760 CECIL´S,181000
08833,COLEUS BUSH X 7 46CM VR08833 CECIL´S,39000
09176,DIEFENBACHIA BUSH NAT 30CM VR09176 CECIL`S,49000
90560,DRACENA MINI TOUCH 87CM VR90560 CECIL`S,139000
VR36036,DRACENA TREE 91 CM VR36036,106000
80215,DRACENA TREE X 8 1.20MT AR20224 CECIL`S,139000
78748,ENGLISH IVY 38 CM VR25141,13500
78762,ENGLISH IVY CAIDA 86CM VR25372 CECIL`S,28000
78755,ENGLISH IVY GARLD 1.83MT VR25168 CECIL`S,13500
59518,ENGLISH IVY NAT X13X303LV X89CM VR63303,65000
09900,FICUS CAIDA X 5 85CM VR09900 CECIL`S,37000
7972,FICUS ELECTRONICO 1.20MTS AR25042 CECIL`S,89000
AR00003,FICUS X18 1.80MT AR00003 CECIL`S,146000
08991,FIDDLE LEAF X 4 90CM VR08991 CECIL`S,145000
70865,GARDENIA PICK 32CM FS28891 CECIL`S,14500
TF-20052,GUIA CON MUSGO 1.35MT TF-20052 TODO FLOR,55000
72725,GUIA DE HOJAS CHICAS/GRANDE X4 D11397 DELIFLOR,12000
TF-54118,GUIA DE LAVANDAS 1.90MTS,18000
FA651,GUIA EUCALIPTUS 180CM FA651 JUNKO,18000
TF-20053,GUIA LIANA CON MUSGO 1.30MT TF-20053 TODO FLOR,45000
FA625,GUIRNALDA DE HOJAS 170CM FA625 JUNKO,13500
FA634,GUIRNALDA DE HOJAS 190CM FA634 JUNKO,33500
FA298,GUIRNALDA EUCALIPTO 190CM (FA298),14500
FA649,GUIRNALDA HOJAS 180CM FA649,16500
9614,GYPSOPHILA SPRAY 69.5CM FS025HG CECIL`S,8500
22430,HELECHO MIX X 7 X 37CM 22430 CECIL,4500
VR41821,HELECHO NIDO DE PAJARO 21LV 60CM VR41821 CECIL`S,98000
70025,HELECHO NIDO DE PAJARO CON MACETA X 20 54CM VR08978 CECIL´S,89000
FA103,HOJA 70CM FA103 JUNKO,2900
TF-02272,HOJA ALOCASIA 47CM X1 TODOFLOR,1800
TF-02275,HOJA ALOCASIA 49CM TF-02275 TODO FLOR,1500
42197,HOJA DE BANANA LEAF 1MT RM11390 CECIL`S,14300
TF-03419,HOJA DE BANANO 105CM TF-03419 TODO FLOR,20000
37722,HOJA DE PALMERA 90CM RM37722 CECIL`S,8200
TF-02168,HOJA MONSTERA 60CM TF-02168 TODO FLOR,5500
G120-1926,HOJA MONSTERA CHICA 35CM G120-1926,1000
G120-1927,HOJA MONSTERA CHICA G120-1927,1500
G120-1924,HOJA MONSTERA GRANDE VERDE G120-1924,6500
9918,HOJA TR X 1 G120-1921 GOLDA,4500
VR52700,IVY HANGING 80CM VR52700 CECIL,36000
P020,JARDIN VERTICAL AMAZONAS EXTERIOR 50X50CM PROTECCION UV P020,28000
P065,JARDIN VERTICAL CHUBUT EXTERIOR 50X50CM PROTECCION UV P065,28000
7377,JARDIN VERTICAL COSQUIN/LACAR EXTERIOR 1X1MT PROTECCION UV,158000
P010,JARDIN VERTICAL PARANA EXTERIOR 50X50CM PROTECCION UV P010,28000
P066,JARDIN VERTICAL TARTAGAL EXTERIOR 50X50CM PROTECCION UV P066,28000
P001,JARDIN VERTICAL TRAFUL EXTERIOR 50X50CM PROTECCION UV P0001,28000
65694,LEAF HANGING SPRAY 1.4MT VR53739 CECIL`S,26000
7383,MACETA BAMBOO MAX H120 MABAMMAX CLAUDIA ADORNO,195000
TF-54154,MACETA COLGANTE TODO FLOR 54154,31000
RTL0000,MACETA LISBOA 27X20 CM RTL0000,45000
RTL0001,MACETA LISBOA 41X30 CM RTL0001,85000
1712671,MACETA VIDRIO SUCULENTA CON LUZ LAS CASIANAS,26000
67957,MAGNOLIA SPRAY 68CM. FS48022 CECIL´S,18500
67940,MAGNOLIA SPRAY 72CM FS03854 CECIL`S,25000
09964,MAGNOLIA TREE CON FLOR 1.14MT AR09964 CECIL`S,245000
TF-58108,MATA COLA DE ZORRO 40CM TF-58108 TODO FLOR,7800
TF-95305,MATA DE GUIPSO 27CM TF-95305 TODO FLOR,7400
TF-95176,MATA DE GUIPSO 30CM TF-95176 TODO FLOE,7900
TF-95131,MATA DE GUIPSOPHILAS X 7 TF-95131 TODO FLOR,9500
TF-54140,MATA DE HOJITAS 36CM TF-54140 TODO FLOR,7500
TF-71024,MATA DE HOJITAS 39CM TF-71024 TODO FLOR,5500
TF-58100,MATA EUCALIPTUS 34CM TF-58100 TODO FLOR,7500
TF-95272,MATA EUCALIPTUS 40CM TF-95272 TODO FLOR,7900
TF-09116,MATA EUCALIPTUS 54CM TF-09116 TODO FLOR,7500
TF-49007,MATA HELECHO 48CM TF-49007 TODO FLOR,5300
TF-85036,MATA HELECHO CON FRUTOS 34CM TF-85036 TODO FLOR,7200
TF-58109,MATA HOJAS CON FRUTO 40CM TF-58109 TODO FLOR,7800
TF-95ST13,MATA MINI HOJITAS 35CM TF-95ST13 TODO FLOR,4800
TF-54218,MATA PINO 40CM TF-54218 TODO FLOR,9500
02555,MINI ROSA BUSH X 5 30CM FL02555,8000
02534,MINI ROSA MIX X 5 29CM FL02534,6500
22431,MUGUET X 7 X 35 CM FL22431 CECIL,4500
951010,ORQUIDEA CON MACETA XT951010,38000
AR50035,PALM DOUBLE X 2 1.5MTR AR50035 CECIL`S,205000
72241,PALMERA KENTIA 60CM AR24000 CECIL`S,75000
TF-85042,PANEL DE MUSGO 1MT X 1MT TF-85042/TF-75094 TODO FLOR,62000
9408,PASTO BUSH 31CM VR00370 CECIL´S,3600
54139,PHALEANOPSIS SPRAY 60CM FS54139 CEIL`S,14500
65915,PHALEANOPSIS SPRAY 9FL 96CM FS03010 CECIL`S,18500
51016,PHILO TREE TRUNK 16L 1.29MT AR51016 CECIL`S,192000
TF-57010,PHILODENDRO CON MACETA 65CM TF-57010 TODO FLOR,67000
65601,PHOTOS HANGING BUSH X159LV098CM VR48001 CECIL`S,42000
09158,PHOTOS PLAT NAT 76CM VR09158 CECIL`S,89000
37761,PILEA BUSH X5 33CM CECIL´S,3000
PL172,PLANTA 130CM PL172 JUNKO,73000
FA134,PLANTA 90CM FA134 JUNKO,82000
PL166,PLANTA ARECA 120CM PL166 JUNKO,118000
TF-13008,PLANTA ARECA CON MACETA 1.3MTS TF-13008 TODO FLOR,210000
PL285,PLANTA BANANA 120CM PL285 JUNKO,99000
PL170,PLANTA BANANA 160CM PL170 JUNKO,129000
PL220,PLANTA COLGANTE 45CM PL220 JUNKO,19200
59983,PLANTA DE DRACENA 1.50MTS AR60078,212000
90566,PLANTA DRACENA NAT 1.17MTR VR90566 CECIL`S,230000
51239,PLANTA HAWAIANA DE MADERA DE ROCA 13X17CM AR13334,98000
PL283,PLANTA PALMERA 120CM PL283 JUNKO,130000
80253,PLANTE AVE DE PARAISO 12L 1.50MT AR15012 CECIL`S,155000
FA208,PLATA DE BANANA 80CM FA208 JUNKO,76000
09177,POTHOS MARBLE CAIDA 73CM VR09177 CECIL`S,85000
FA516,RAMA DE HOJAS 68CM FA516 JUNKO,2900
FA520,RAMA DE HOJAS 68CM FA520 JUNKO,2900
FA391,RAMA LAVANDA 36CM (250 1000),2900
FA257,RAMO ASTILBE ROSA 99CM FA257 JUNKO,6500
TF-44150,RAMO AZALEA 34CM TF-44150 TODO FLOR,6200
TF-07094,RAMO CAMELIA X 7 30CM TF-07094 TODO FLOR,8000
TF-07096,RAMO CRISANTEMO X 5 30CM TF-07096 TODO FLOR,9500
FA458,RAMO DE FLORES 31CM FA458 JUNKO,7000
FA252,RAMO DE FLORES BLANCAS 122CM FA252 JUNKO,16000
FR115,RAMO DE FLORES FR115 JUNKO,19400
FR118,RAMO DE FLORES FR118 JUNKO,24000
FR129,RAMO DE FLORES FR129 JUNKO,12000
FR131,RAMO DE FLORES FR131 JUNKO,12000
FA462,RAMO DE FLORES LILA 31CM,7000
FA474,RAMO DE FLORES MIX 31CM FA474 JUNKO,7000
6862,RAMO DE FLORES MIX LAVANDA/BLANCO 20CM FRMIXLAV/BL CLAUDIA,6500
97012,RAMO DE FLORES OFERTA 97012 CRISANTEMO ORQUIDEA ROSA,4500
FR113,RAMO DE FLORES ROSA VIEJO X 7 FR113,19500
7740,RAMO DE FLORES SECAS VIOLETA RVIO KOOK,14900
FA534,RAMO DE HOJAS 36CM FA534 JUNKO,7500
FA551,RAMO DE HOJAS 45CM FA551 JUNKO,6000
TF-24503,RAMO DE HORTENCIA X 6 27CM TF-24503 TODO FLOR,6900
TF-05160,RAMO DE MINI TULIPAN X 5 30CM TF-05160 TODO FLOR,6300
TF-95199,RAMO DE PALMA 52CM TF-95199 TODO FLOR,18000
TF-24501,RAMO DE PEONIA 28CM TF-24501,6800
TF-09096,RAMO DE PEONIAS X 5 25CM TF-09096 TODO FLOR,7000
TF-09105,RAMO DE PEONIAS X 7 40CM TF-09105 TODO FLOR,20500
FR117,RAMO DE ROSA NATURAL FR117 JUNKO,27000
FR144,RAMO DE ROSA Y PIMPOLLO BLANCO X 5 FR144 JUNKO,17000
TF-95182,RAMO DE ROSAS 30CM TF-95182 TODO FLOR,7200
FR121,RAMO DE ROSAS AMARILLAS OTOÑO FR121 JUNKO,27000
TF-14126,RAMO DE ROSAS AVEJENTADAS 30CM TF-14126 TODO FLOR,6900
FL37747,RAMO DE ROSAS BEIGE 30CM X 5 FL37747,6900
TF-44126,RAMO DE ROSAS OTOÑALES 30CM TF-44126 TODO FLOR,6500
FR122,RAMO DE ROSAS ROJAS OTOÑO FR122 JUNKO,27000
TF-44133,RAMO DE ROSAS X 10 30CM TF-44133 TODO FLOR,7200
TF-44113,RAMO DE ROSAS X 5 30CM TF-44113 TODO FLOR,6800
TF-59145,RAMO DE ROSAS X6 ROSA-BLANCA TF-59145,5500
74330,RAMO DE ROSAS X7 32CM FL11880/37745 CECIL`S,7500
FA124,RAMO EUCALIPTO OTOÑO 50CM FA124 JUNKO,9500
FA461,RAMO FLORES MIX LILA/ROSA 31 CM,7000
CF-1013,RAMO HOJAS VERDES CF-1013,6500
FA568,RAMO LAVANDA 36CM FA567 JUNKO,3000
36608,RAMO LAVANDA G120-3660 GOLDA,6500
TF-05200,RAMO MARGARITA OTOÑAL 30CM TF-05200 TODO FLOR,7200
TF-05195,RAMO MARGARITAS 30CM TF-05195 TODO FLOR,7200
CF-1047,RAMO MARGARITAS X 7 CF-1047,5500
TF-44139,RAMO MINI PEONIAS X 4 30CM TF-44139 TODO FLOR,5900
FL22408,RAMO MIX DE ROSAS X 25CM  FL22408 CECIL`S,8600
CF-1107,RAMO PRIMAVERA CF-1107,4900
TF-71079,RAMO RANUNCULO 30CM TF-71079 TODO FLOR,7600
TF-44148,RAMO ROSITAS ROCOCO 30CM TF-44148 TODO FLOR,6500
TF-01506,RAMO SIEMPREVIVAS 30CM TF-01506 TODO FLOR,8500
TF-44151,RAMO X 10 MINI HORTENCIAS 32CM TF-44151 TODO FLOR,7400
TF-48109,RAMO X 10 ROSITAS 30CM TF-48109 TODO FLOR,6200
TF-48131,RAMO X 4 AMAPOLA 36CM TF-48131 TODO FLOR,4000
TF-48130,RAMO X 4 MARGARITAS 35CM TF-48130 TODO FLOR,4000
TF-66315,RAMO X 5 DALIAS 37CM TF-66315 TODO FLOR,5300
TF-66313,RAMO X 5 NARCISOS 37CM TF-66313 TODO FLOR,4200
TF-71085,RAMO X 5 ROSAS GRANDE 40CM TF-71085 TODO FLOR,20000
TF-71076,RAMO X 5 ROSITAS 27CM TF-71076 TODO FLOR,7400
TF-95323,RAMO X 6 CAMELIA 31CM TF-95323 TODO FLOR,6700
TF-76008,RAMO X6 PEONIAS 33CM TF-76008 TODO FLOR,25000
TF-24509,RAMOS X 7 LILIA 43CM TF-24059 TODO FLOR,23000
22411,RANUNCULUS BUD X 5 30CM FL22411 CECIL`S,6500
AR09279,RUBBER PLANT NAT 1.22MT AR09279 CECIL´S,195000
65830,SELLOUM HOJA 91CM RM0068A CECIL´S,16800
68152,SELLUM PHILO LEAF NT 1MT RM09-40 CECIL`S,11300
68145,SPLIT PHILO LEAF 90CM RM09-36 CECIL`S,9600
91500,SPLIT PHILO PLANT NATR 1.06MTS VR91500 CECIL`S,142000
